epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.9319,0.66858,1.02988,1.41947,1.08736,0.012,0.59167,0.01017,0.00675,0.0126,0.63333,0.01072,0.00638,1.37983,11.3034,38.3409,1.60516,0.000549423,0.000549423,0.000549423
2,60.8617,0.9436,0.90058,1.18778,1.20934,0.58017,0.12338,0.08154,0.05046,0.4543,0.29583,0.08653,0.05997,1.86732,3.44058,6.24878,2.2267,0.00110235,0.00110235,0.00110235
3,77.9496,1.00347,0.86161,1.21613,1.24421,0.38558,0.36667,0.21167,0.12637,0.38558,0.36667,0.21193,0.13462,1.64937,3.55329,7.551,2.10712,0.00165254,0.00165254,0.00165254
4,94.9928,0.93414,0.74726,1.02441,1.19489,0.32834,0.325,0.19694,0.13076,0.32834,0.325,0.19547,0.12468,1.33092,1.97592,9.34637,1.6118,0.00165462,0.00165462,0.00165462
5,110.852,0.81532,0.75278,0.94228,1.13105,0.7687,0.24224,0.26188,0.19495,0.7687,0.24224,0.26197,0.19758,1.23298,1.56015,2.9143,1.34473,0.0016505,0.0016505,0.0016505
6,128.162,0.75526,0.67757,0.89543,1.09194,0.20953,0.39514,0.21702,0.15783,0.20953,0.39514,0.21752,0.17457,1.31516,1.58754,3.02262,1.49501,0.00164637,0.00164637,0.00164637
7,143.964,0.7164,0.67628,0.83148,1.08282,0.29634,0.5141,0.32327,0.20381,0.29634,0.5141,0.32088,0.21577,1.16956,1.57099,2.66339,1.36715,0.00164225,0.00164225,0.00164225
8,161.303,0.69482,0.64471,0.7632,1.05785,0.42531,0.49583,0.38988,0.31193,0.42531,0.49583,0.39115,0.31551,1.11165,1.4339,2.09948,1.31547,0.00163812,0.00163812,0.00163812
9,178.349,0.63399,0.58388,0.72197,1.03946,0.29036,0.50417,0.30985,0.22739,0.28778,0.50417,0.31472,0.23436,1.19038,1.30629,2.01925,1.34237,0.00163399,0.00163399,0.00163399
10,194.338,0.62606,0.563,0.7056,1.02649,0.48342,0.42917,0.38922,0.28038,0.48342,0.42917,0.38903,0.28751,1.14164,1.42487,1.91339,1.32969,0.00162987,0.00162987,0.00162987
