epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.82,0.81502,1.64401,2.60578,1.23555,0.01392,0.27083,0.00895,0.00378,0.02555,0.15417,0.01966,0.00809,1.95685,7.54792,20.8735,2.53248,0.000546086,0.000546086,0.000546086
2,38.8069,1.06365,1.22691,1.69016,1.45038,0.01429,0.10833,0.00456,0.00182,0.01429,0.10833,0.00511,0.0021,nan,nan,nan,nan,0.00109903,0.00109903,0.00109903
3,49.1293,1.10641,1.08549,1.45261,1.44067,0.05845,0.02083,0.00707,0.00246,0.05845,0.02083,0.00719,0.00227,nan,nan,nan,nan,0.00164922,0.00164922,0.00164922
4,59.4656,1.08616,1.03552,1.26766,1.4204,0.12445,0.15,0.10272,0.06038,0.09373,0.27456,0.10682,0.06913,1.92299,3.48663,14.9991,2.09886,0.00165462,0.00165462,0.00165462
5,70.1644,1.08694,1.06849,1.28942,1.40343,0.19943,0.2375,0.16757,0.11223,0.20852,0.25833,0.17866,0.12379,2.00198,3.09855,15.2563,2.00783,0.0016505,0.0016505,0.0016505
6,80.9933,0.9358,1.12804,1.11258,1.31097,0.46641,0.27147,0.28776,0.19784,0.46641,0.27147,0.28758,0.21399,1.65671,1.69039,3.33903,1.82698,0.00164637,0.00164637,0.00164637
7,91.5947,0.90548,0.95674,1.02866,1.25915,0.12916,0.54167,0.16607,0.10093,0.12916,0.54167,0.16671,0.09894,1.63468,2.33073,3.17058,1.71884,0.00164225,0.00164225,0.00164225
8,101.897,0.78572,0.88889,0.89826,1.1739,0.35002,0.34167,0.27903,0.1799,0.36428,0.3625,0.30214,0.2014,1.52719,1.86697,2.62152,1.62878,0.00163812,0.00163812,0.00163812
9,112.28,0.77615,0.78408,0.93354,1.15121,0.23505,0.56667,0.27754,0.17943,0.47755,0.2625,0.30548,0.20787,1.40507,1.53519,3.02442,1.56464,0.00163399,0.00163399,0.00163399
10,122.591,0.73191,0.79119,0.86956,1.11831,0.24848,0.5125,0.33959,0.20981,0.24848,0.5125,0.33959,0.22111,1.4037,1.48863,2.23853,1.64075,0.00162987,0.00162987,0.00162987
11,133.519,0.69413,0.73863,0.82883,1.09287,0.28627,0.56667,0.44199,0.26758,0.28627,0.56667,0.43995,0.2976,1.33591,1.19051,1.8554,1.46755,0.00162574,0.00162574,0.00162574
12,144.155,0.62755,0.71981,0.79338,1.03427,0.2752,0.63333,0.36514,0.25741,0.2752,0.63333,0.36643,0.27336,1.32739,1.21024,1.91866,1.56621,0.00162162,0.00162162,0.00162162
13,154.517,0.64547,0.70013,0.81463,1.06372,0.30878,0.60768,0.4041,0.27258,0.30878,0.60768,0.40957,0.30409,1.21695,1.16006,2.16468,1.42823,0.00161749,0.00161749,0.00161749
14,165.173,0.59139,0.71637,0.71053,1.02295,0.3058,0.57917,0.36817,0.26982,0.31404,0.6,0.3805,0.2877,1.22605,1.24824,1.84125,1.37502,0.00161336,0.00161336,0.00161336
15,175.479,0.61315,0.73093,0.78649,1.02144,0.22726,0.57562,0.36988,0.27459,0.22726,0.57562,0.36988,0.2942,1.2441,1.56436,2.1327,1.39599,0.00160924,0.00160924,0.00160924
16,185.996,0.59421,0.68011,0.7063,1.01169,0.38935,0.52917,0.37031,0.25584,0.38935,0.52917,0.37752,0.26159,1.10038,1.20411,1.8176,1.3365,0.00160511,0.00160511,0.00160511
17,196.337,0.59438,0.67899,0.71038,1.02214,0.39944,0.58266,0.44707,0.28529,0.3968,0.60417,0.45903,0.32546,1.21701,1.27069,1.73468,1.28447,0.00160099,0.00160099,0.00160099
18,206.946,0.58099,0.66328,0.67795,1.00151,0.28487,0.54614,0.36601,0.26625,0.28487,0.54614,0.36601,0.27753,1.1754,1.13743,1.83255,1.26335,0.00159686,0.00159686,0.00159686
19,217.235,0.58878,0.66393,0.70307,1.00075,0.45776,0.69552,0.51254,0.35087,0.45776,0.69552,0.51299,0.38691,1.14637,1.06162,1.50575,1.33063,0.00159274,0.00159274,0.00159274
20,227.834,0.55123,0.63426,0.67219,0.97501,0.39937,0.5375,0.39591,0.27937,0.39937,0.5375,0.40385,0.29801,1.21839,1.23736,1.87913,1.3465,0.00158861,0.00158861,0.00158861
21,238.359,0.5717,0.57406,0.71463,0.9871,0.44052,0.66907,0.48261,0.28775,0.44031,0.67358,0.43758,0.31003,1.19031,1.18709,1.57453,1.38341,0.00158448,0.00158448,0.00158448
22,248.651,0.51277,0.63002,0.62847,0.9636,0.61639,0.74167,0.63314,0.46462,0.60678,0.7625,0.64951,0.48778,1.03329,1.00268,1.30627,1.2378,0.00158036,0.00158036,0.00158036
23,259.252,0.51675,0.62636,0.57852,0.97959,0.57826,0.79167,0.63298,0.46099,0.5629,0.76667,0.61644,0.468,1.08503,1.08874,1.29164,1.27084,0.00157623,0.00157623,0.00157623
24,269.548,0.51488,0.54955,0.55187,0.96587,0.45908,0.52917,0.50363,0.3684,0.45908,0.52917,0.50312,0.3905,1.09961,1.00264,1.72083,1.23969,0.00157211,0.00157211,0.00157211
25,279.887,0.49318,0.59044,0.55421,0.95407,0.54243,0.53211,0.55742,0.42228,0.54243,0.53211,0.56173,0.42736,1.04464,1.141,1.67397,1.24836,0.00156798,0.00156798,0.00156798
26,290.351,0.51505,0.63788,0.56154,0.96299,0.35569,0.61667,0.47982,0.35103,0.37673,0.66667,0.48879,0.35704,1.11721,1.44829,1.59862,1.32652,0.00156385,0.00156385,0.00156385
27,300.632,0.47484,0.54279,0.51629,0.92604,0.73978,0.59854,0.6922,0.51148,0.73978,0.59854,0.6922,0.52856,1.02774,1.05358,1.15943,1.26617,0.00155973,0.00155973,0.00155973
28,311.243,0.48204,0.53454,0.47727,0.93863,0.58513,0.6875,0.67558,0.49893,0.58513,0.6875,0.67558,0.52571,1.06553,0.93544,1.21145,1.26998,0.0015556,0.0015556,0.0015556
29,321.553,0.48991,0.50336,0.50763,0.93561,0.72527,0.66748,0.73176,0.54423,0.72527,0.66748,0.73176,0.55368,1.02768,1.06024,1.12386,1.24353,0.00155148,0.00155148,0.00155148
30,332.157,0.50357,0.5716,0.59245,0.94805,0.58331,0.6116,0.6499,0.49604,0.58331,0.6116,0.6499,0.51459,1.00552,0.94415,1.19809,1.26736,0.00154735,0.00154735,0.00154735
31,342.431,0.4658,0.51005,0.49487,0.93679,0.61692,0.52083,0.58946,0.4272,0.61692,0.52083,0.59136,0.43358,1.0055,1.05156,1.47152,1.27778,0.00154323,0.00154323,0.00154323
32,352.91,0.46258,0.52031,0.50663,0.9305,0.55287,0.71354,0.67483,0.51096,0.55287,0.71354,0.67721,0.53912,1.10398,1.11567,1.26237,1.38492,0.0015391,0.0015391,0.0015391
33,363.202,0.45255,0.51675,0.44771,0.90737,0.67902,0.68111,0.74815,0.55598,0.67902,0.68111,0.75622,0.58242,0.98932,0.9992,1.33353,1.2448,0.00153497,0.00153497,0.00153497
34,373.787,0.45333,0.49341,0.44327,0.92476,0.74809,0.79556,0.84185,0.63359,0.71613,0.77056,0.83925,0.64784,0.93063,0.9959,1.00353,1.18646,0.00153085,0.00153085,0.00153085
