epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,527.951,0.73191,0.84251,0.82218,1.04456,0.81079,0.83961,0.88372,0.7048,0.81079,0.83961,0.88295,0.67854,0.86236,0.92891,0.8442,1.1876,0.00134931,0.00134931,0.00134931
79,535.306,0.76759,0.88009,0.8158,1.0434,0.67666,0.72917,0.75347,0.59015,0.67666,0.72917,0.75347,0.59294,0.89497,1.11944,1.24524,1.19525,0.00134519,0.00134519,0.00134519
80,541.403,0.74576,0.91775,0.7751,1.03671,0.70332,0.70063,0.76849,0.61051,0.70332,0.70063,0.76849,0.61572,0.91167,1.1438,1.0807,1.18999,0.00134106,0.00134106,0.00134106
81,547.663,0.72776,0.82552,0.75694,1.01915,0.74122,0.77925,0.78637,0.61136,0.74122,0.77925,0.78637,0.62037,0.90161,1.04839,1.25495,1.15751,0.00133693,0.00133693,0.00133693
82,553.883,0.70308,0.81384,0.74952,1.03966,0.85519,0.7375,0.81537,0.65541,0.85519,0.7375,0.81537,0.66852,0.83465,1.03184,1.10903,1.13996,0.00133281,0.00133281,0.00133281
83,559.97,0.72186,0.86424,0.7586,1.05223,0.90617,0.72083,0.79593,0.63651,0.90617,0.72083,0.79593,0.67069,0.81463,0.97724,0.93201,1.10334,0.00132868,0.00132868,0.00132868
84,566.056,0.79004,0.92955,0.90994,1.05814,0.88599,0.82083,0.88111,0.68359,0.88599,0.82083,0.88111,0.68751,0.89773,0.92758,0.9569,1.21054,0.00132456,0.00132456,0.00132456
85,572.161,0.712,0.80392,0.74509,1.02662,0.84468,0.76667,0.85922,0.6809,0.84468,0.76667,0.85922,0.68785,0.8347,0.89644,0.90827,1.13504,0.00132043,0.00132043,0.00132043
86,578.383,0.74893,0.86541,0.80494,1.04914,0.84495,0.83274,0.87364,0.6979,0.86945,0.85738,0.88631,0.68684,0.79453,0.9542,0.84649,1.15112,0.0013163,0.0013163,0.0013163
87,585.939,0.76818,0.8994,0.81231,1.06278,0.88103,0.7982,0.86887,0.68839,0.88103,0.7982,0.86887,0.67813,0.8258,0.94938,0.86187,1.17424,0.00131218,0.00131218,0.00131218
88,592.216,0.73651,0.82216,0.72046,1.01276,0.79247,0.79209,0.78907,0.64734,0.79247,0.79209,0.78859,0.66306,0.77386,1.04596,0.9404,1.12506,0.00130805,0.00130805,0.00130805
89,598.322,0.77729,0.8768,0.75208,1.06308,0.77494,0.75912,0.82134,0.65087,0.77494,0.75912,0.82192,0.66171,0.90603,1.06008,0.94765,1.19669,0.00130393,0.00130393,0.00130393
90,604.434,0.73564,0.87838,0.67577,1.02957,0.81586,0.76413,0.86775,0.7042,0.81586,0.76413,0.86775,0.7188,0.76345,0.88392,0.87072,1.09995,0.0012998,0.0012998,0.0012998
91,611.96,0.72095,0.77707,0.69437,1.03412,0.70693,0.73333,0.73996,0.59264,0.70693,0.73333,0.74994,0.60173,0.93959,0.94335,1.17713,1.23533,0.00129568,0.00129568,0.00129568
92,618.032,0.73525,0.80841,0.7262,1.03731,0.94125,0.66667,0.8046,0.6214,0.94125,0.66667,0.82906,0.63931,0.9229,0.99656,1.09699,1.27537,0.00129155,0.00129155,0.00129155
93,624.131,0.76387,0.91028,0.73316,1.05798,0.76889,0.78333,0.79876,0.65653,0.76889,0.78333,0.79876,0.6497,0.75835,0.98128,1.0053,1.08051,0.00128742,0.00128742,0.00128742
94,630.279,0.73163,0.83718,0.74963,1.03576,0.79605,0.63009,0.69246,0.59383,0.79605,0.63009,0.69246,0.58389,0.83387,0.995,1.30401,1.18314,0.0012833,0.0012833,0.0012833
95,636.367,0.77859,0.8777,0.75389,1.05861,0.88406,0.82598,0.88479,0.72379,0.88406,0.82598,0.88479,0.69445,0.70631,0.96161,0.78188,1.05935,0.00127917,0.00127917,0.00127917
96,642.663,0.68987,0.8581,0.66619,1.01396,0.83618,0.7968,0.87768,0.6993,0.83618,0.7968,0.87768,0.67869,0.77147,0.91457,0.87395,1.13926,0.00127505,0.00127505,0.00127505
97,649.011,0.71862,0.9238,0.7745,1.04044,0.93889,0.7375,0.854,0.6883,0.93889,0.7375,0.85223,0.69354,0.81599,0.90855,0.8688,1.11342,0.00127092,0.00127092,0.00127092
98,655.392,0.70073,0.78193,0.69931,0.99711,0.89558,0.83534,0.89211,0.69038,0.89558,0.83534,0.89236,0.68151,0.87883,0.99563,0.81584,1.16359,0.00126679,0.00126679,0.00126679
99,661.474,0.72638,0.7912,0.69941,1.03171,0.84714,0.7667,0.83835,0.66944,0.84714,0.7667,0.83835,0.66558,0.82765,0.97132,0.98692,1.13407,0.00126267,0.00126267,0.00126267
